mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_109818,CCN1C(C)C1CC#C,2.05558,1.25619,0.89623,1.448,88.81,-0.2168,0.0526,0.2694,1394.0365,0.191376,-367.150114,-367.139543,-367.138599,-367.185881,38.796,-2063.580916752,-2076.5006995531,-2088.948595586,-1916.661607073
gdb_46357,C1CC(C1)N2CCC2=O,3.34167,1.13731,0.99229,3.4216,81.13,-0.2352,0.0336,0.2688,1272.6403,0.172265,-403.162621,-403.154083,-403.153138,-403.19733,31.505,-1935.095938966,-1947.513714567,-1958.774991081,-1800.627662865
gdb_16521,CC12COC3CN1C23,3.65273,2.41316,1.85623,0.6312,66.65,-0.2307,0.0814,0.312,764.6077,0.143791,-363.817253,-363.810805,-363.80986,-363.847382,25.985,-1622.565081516,-1633.628065186,-1643.110981194,-1507.720894372
gdb_50697,O=CC1CCOC2CC12,3.04579,1.26411,0.99277,1.6232,75.68,-0.2441,-0.0231,0.221,1191.6153,0.160105,-423.021421,-423.013343,-423.012399,-423.054679,30.715,-1858.762606661,-1870.5804836581,-1881.249391676,-1730.121379134
gdb_27883,Cc1cc(cc(n1)C)O,1.90417,1.75831,0.92459,2.007,83.5,-0.2413,-0.0017,0.2396,1257.2854,0.147442,-402.031693,-402.022677,-402.021732,-402.066608,32.884,-1853.2800605281,-1863.620781339,-1873.696065843,-1732.312013053
gdb_95601,CC1OCCC(=O)C1=O,2.27848,1.71267,1.0294,3.6443,69.47,-0.2381,-0.0846,0.1535,1129.2062,0.134662,-458.991978,-458.983394,-458.98245,-459.025966,31.293,-1703.9536263251,-1713.676250771,-1723.159166779,-1588.885418468
gdb_107881,CCC12NC3C1N(C)C23,3.3085,1.26617,1.08696,1.16,83.26,-0.2121,0.0687,0.2808,1217.47,0.182145,-383.155608,-383.147003,-383.146059,-383.18874,33.413,-1918.424279854,-1931.688565096,-1943.543465124,-1776.228857927
gdb_33089,CCNc1coc(n1)N,6.2401,0.78429,0.70513,0.3955,76.52,-0.1781,0.045,0.2231,1593.7202,0.148673,-435.300522,-435.291458,-435.290514,-435.334564,33.545,-1724.421714887,-1734.731060248,-1744.806972261,-1602.289638217
gdb_44948,N=C1OC2COCC1O2,2.70678,1.84739,1.63652,2.1465,64.61,-0.2577,0.0179,0.2756,883.4929,0.127297,-475.033509,-475.026953,-475.026009,-475.064363,26.226,-1581.41053126,-1591.516563705,-1600.406483708,-1470.753084164
gdb_116690,COC=NC12CC1OC2,4.91035,0.79067,0.72611,3.2037,79.7,-0.2201,0.0107,0.2308,1565.2371,0.145732,-439.023972,-439.014996,-439.014052,-439.058731,32.043,-1711.7592107761,-1722.1244044381,-1732.200316451,-1590.437248225
gdb_65068,CC1(CC1)C1(CN1)C=O,2.03984,1.65462,1.25959,2.9155,78.95,-0.2453,-0.0232,0.2222,1110.65,0.169331,-403.120135,-403.110918,-403.109974,-403.154043,34.857,-1908.4355915921,-1920.4272885821,-1931.689192605,-1773.4646807821
gdb_38619,C1C2OC3C4OCC12C34,2.77378,2.24829,1.66351,1.9691,69.92,-0.2162,0.0798,0.2959,842.4451,0.138536,-421.764016,-421.757886,-421.756942,-421.794159,26.084,-1697.5812724301,-1708.844431471,-1718.327347479,-1580.35631614
gdb_62981,CC1(O)C2CC2C1C#C,2.23741,1.58621,1.25652,0.6757,80.96,-0.2421,0.0452,0.2872,1090.2561,0.15688,-385.827796,-385.81882,-385.817876,-385.860779,35.34,-1873.937029299,-1885.192030723,-1895.860938741,-1745.379260469
gdb_117690,CCCC(C)(C)CC#N,3.81079,0.73517,0.7233,4.0791,89.98,-0.3099,0.0323,0.3422,1704.7308,0.21501,-368.448891,-368.437659,-368.436714,-368.48519,41.048,-2250.7235533311,-2265.0056581711,-2278.638918705,-2090.7671166681
gdb_57760,CC(C)C#CC(N)C#N,2.80953,0.71996,0.65432,2.9565,85.8,-0.2672,0.0065,0.2736,1800.493,0.157683,-382.051106,-382.040356,-382.039412,-382.088721,37.479,-1853.1909542501,-1863.3321271991,-1874.001035217,-1727.1796169421
gdb_48581,O=CC12CC(C1)C(=O)O2,4.12292,1.25532,1.12863,2.258,65.48,-0.2707,-0.0556,0.2151,1049.2139,0.112508,-457.783336,-457.776006,-457.775061,-457.816257,27.275,-1573.3715134611,-1582.1039287051,-1590.400225194,-1471.004715273
gdb_9359,CNC(=O)CCOC,7.5203,0.75714,0.70956,2.5996,70.66,-0.2435,0.0342,0.2778,1610.1742,0.163475,-402.222232,-402.212025,-402.211081,-402.259099,33.697,-1739.6745761501,-1750.155231468,-1760.824766995,-1615.431559204
gdb_126819,CCn1c(ncn1)C#C,2.06809,1.78168,1.0206,3.225,80.06,-0.248,-0.0322,0.2157,1146.3958,0.125065,-396.928736,-396.920374,-396.91943,-396.962356,30.332,-1628.14112649,-1637.11450519,-1646.004425193,-1519.371226466
gdb_120805,OCCC1CC1CC#C,4.46829,0.61656,0.57962,1.8072,85.67,-0.256,0.0579,0.3139,1918.7503,0.180268,-387.036174,-387.025754,-387.02481,-387.072563,37.622,-2004.3534797871,-2016.479463703,-2028.334363731,-1864.562044839
gdb_44038,O=C1NC23CC4C2NC134,3.40344,1.76113,1.5198,3.9536,70.58,-0.2339,-0.003,0.231,873.0051,0.113921,-416.662246,-416.655917,-416.654973,-416.692749,25.99,-1473.187191575,-1482.5477433281,-1490.844667326,-1369.198910131
gdb_101992,COC(C=O)C#CC#C,2.25668,0.89221,0.66099,2.7278,85.79,-0.2509,-0.0538,0.197,1618.587,0.107801,-420.556701,-420.546651,-420.545707,-420.592941,34.046,-1567.831864009,-1574.8580822821,-1583.15500628,-1467.8037918641
gdb_68731,NC12CC1(C#N)C1OC21,3.30505,1.18051,0.87558,5.3938,76.96,-0.2078,-0.0303,0.1775,1235.0163,0.114459,-416.83299,-416.825054,-416.82411,-416.865649,29.822,-1580.330588271,-1588.6827330611,-1596.979657059,-1477.695216231
gdb_4860,COc1cnc(o1)O,5.19138,1.4822,1.20757,1.4901,56.53,-0.2114,0.0292,0.2406,944.8267,0.095682,-435.755731,-435.748515,-435.747571,-435.787701,25.62,-1311.2930071201,-1318.3185978841,-1325.430157381,-1223.833940245
gdb_127035,CCOc1c(c[nH]n1)N,3.17853,1.10681,0.83064,1.4893,75.89,-0.1845,0.0378,0.2222,1376.2876,0.148259,-435.27683,-435.267291,-435.266347,-435.311728,33.91,-1709.554771659,-1719.566050245,-1729.641962258,-1587.9598426931
gdb_19688,CCC1C2C3CC1C23,4.43869,1.58758,1.47226,0.2332,77.52,-0.2424,0.0866,0.329,955.2551,0.178623,-311.821412,-311.814232,-311.813288,-311.852786,28.727,-1910.11229564,-1923.3828559721,-1934.645387504,-1776.557045134
gdb_71769,CC12CN3C4CC1C2C34,3.14473,1.81102,1.59054,1.6643,80.35,-0.2191,0.0911,0.3101,936.3781,0.174432,-366.007957,-366.001169,-366.000225,-366.038572,28.927,-1974.718739753,-1988.2352836131,-1999.497187636,-1837.937465478
gdb_16462,CC12CCN3C1CC23,3.10167,2.75337,1.79877,1.5931,74.76,-0.2267,0.0926,0.3193,798.2364,0.167768,-327.875043,-327.868488,-327.867544,-327.905189,27.209,-1795.162059475,-1807.9356326791,-1818.605168206,-1667.2136018841
gdb_66822,CC12C3CC1=CC1C3N21,2.65668,2.25053,1.84062,1.8699,80.45,-0.205,-0.0299,0.1751,849.4359,0.148735,-364.705608,-364.698984,-364.698039,-364.736006,28.156,-1785.334641026,-1797.1769908741,-1807.252275378,-1661.78815907
gdb_6805,CCOCCC(C)O,6.22416,0.68281,0.64285,0.5302,76.53,-0.2464,0.0721,0.3186,1811.6047,0.197373,-387.339771,-387.329188,-387.328244,-387.376166,36.907,-1961.692907931,-1974.603905606,-1987.052429148,-1817.405370998
gdb_94566,CC1COC1C1CCC1,3.08057,1.09232,0.88278,1.6945,85.83,-0.2377,0.0737,0.3115,1400.9337,0.206259,-388.264394,-388.255072,-388.254128,-388.299904,34.535,-2147.220963853,-2161.813058139,-2174.853950177,-1993.506986722
gdb_31145,Cc1coc(c1NC)N,1.92126,1.77615,0.98589,1.5341,79.69,-0.1763,0.0451,0.2214,1222.4922,0.159314,-419.225186,-419.215513,-419.214569,-419.25972,35.282,-1825.751868207,-1836.56824084,-1847.237148858,-1697.551151998
gdb_8778,CN=C(C(=O)C#N)N,3.16167,1.66296,1.09782,5.7102,64.88,-0.266,-0.1048,0.1612,1008.5637,0.093809,-394.802034,-394.793418,-394.792474,-394.835361,29.433,-1316.149299271,-1322.296377435,-1329.407936932,-1229.437595615
gdb_29963,Cn1ccc(c1)CC#C,3.54289,1.02435,0.80264,2.048,84.8,-0.2018,0.0435,0.2453,1405.0267,0.147011,-364.813321,-364.804167,-364.803223,-364.848164,33.387,-1852.925517943,-1863.1802700211,-1873.256182034,-1732.168313492
gdb_133123,COc1c(nccn1)F,2.64236,1.655,1.02419,2.4902,68.43,-0.2428,-0.0437,0.1991,1078.1631,0.101505,-478.017885,-478.010447,-478.009502,-478.050146,27.096,-1463.118182161,-1470.8936461801,-1478.596946664,-1366.749742504
gdb_103898,CCC1(C)CC1NC=O,2.29626,1.11146,1.02047,3.3342,83.38,-0.2432,0.0272,0.2704,1348.7535,0.192631,-404.370729,-404.360327,-404.359383,-404.406675,37.84,-2065.342962024,-2078.3681663371,-2090.81606237,-1918.2799527841
gdb_96715,CC#CC(=NC)NC=O,2.82691,0.87645,0.67462,5.9588,86.09,-0.2361,-0.0359,0.2002,1634.3986,0.132914,-418.007002,-417.996287,-417.995343,-418.046011,35.118,-1689.182064465,-1697.567467232,-1707.05038324,-1577.160412803
gdb_42112,C1CCC=CC=CCC1,1.99213,1.68815,1.06153,0.3266,93.39,-0.2275,0.0035,0.2311,1225.8756,0.208247,-351.164109,-351.155412,-351.154468,-351.197187,34.475,-2220.967076551,-2235.9519914711,-2248.992883509,-2065.983021204
gdb_89326,CC1CC2(C)CC12C#C,1.89042,1.71774,1.09948,0.861,91.12,-0.2244,0.0409,0.2653,1211.2071,0.180452,-349.910294,-349.900737,-349.899793,-349.943991,36.946,-2062.0384996301,-2074.7066513221,-2086.56155135,-1920.813834126
gdb_38394,C1C2CC3(CC4NC34)C12,3.88706,1.28267,1.26443,1.5449,82.53,-0.2225,0.0855,0.308,1086.4944,0.172744,-365.931488,-365.924204,-365.923259,-365.963029,30.147,-1926.7337540321,-1939.9390534281,-1951.200329942,-1790.5335530911
gdb_20226,C1C=C2C3C4C1C2N34,4.57155,2.71517,2.32552,2.1181,69.12,-0.2082,-0.0474,0.1608,638.8237,0.120705,-325.385997,-325.380815,-325.379871,-325.414785,22.241,-1488.966532889,-1499.0474649741,-1507.345016481,-1386.9078416201
gdb_29217,c1c(c(nc(=O)[nH]1)O)N,3.24145,1.43357,0.99515,5.4294,69.21,-0.2022,-0.0374,0.1648,1092.3825,0.10342,-470.080461,-470.072803,-470.071859,-470.112556,29.228,-1450.340843903,-1457.977628433,-1465.681556426,-1353.472907082
gdb_34959,C#CC1C2CN3CC1C23,3.1818,1.52578,1.46906,1.29,79.98,-0.2086,0.0392,0.2478,971.2425,0.149109,-364.712157,-364.705081,-364.704137,-364.743456,28.983,-1789.444197467,-1801.0029132471,-1811.07882526,-1666.46310112
gdb_69235,OC12CC1C(=O)CC2=O,2.67356,1.60687,1.18321,1.9979,67.37,-0.2524,-0.0392,0.2131,1013.0915,0.111596,-457.796701,-457.789041,-457.788097,-457.828804,29.542,-1581.7581712461,-1590.28350852,-1598.580432518,-1478.8780706961
gdb_103176,CCC1(C)C(O)CC1O,1.84031,1.45945,1.15389,1.2427,80.67,-0.2483,0.0574,0.3057,1241.1646,0.203923,-425.417054,-425.406689,-425.405745,-425.45142,39.785,-2106.3406350301,-2120.27760992,-2133.3185019581,-1951.652763931
gdb_28996,C#Cc1cccnc1O,3.06951,1.53144,1.0217,1.0825,82.26,-0.2276,-0.042,0.1857,1082.1917,0.102327,-399.589997,-399.582677,-399.581733,-399.621692,28.414,-1576.797085092,-1584.647850191,-1592.351778184,-1480.550382181
gdb_22730,ON=C1CC2(CC2)C1O,3.03432,1.15085,0.93427,1.5225,77.2,-0.249,-0.0046,0.2443,1264.8227,0.145977,-439.009978,-439.001057,-439.000113,-439.043686,33.732,-1702.97784983,-1713.3775564871,-1723.4534685,-1580.99637532
gdb_82643,CC1C2NC3C1(O)C23O,2.38656,1.71211,1.34555,1.8397,71.43,-0.2073,0.0632,0.2705,1019.3938,0.146913,-438.99612,-438.987747,-438.986803,-439.028397,32.959,-1694.2818301081,-1705.0254116971,-1715.10132371,-1571.402390219
gdb_22787,COC1CC(C)C1=NO,2.2945,1.32108,0.907,0.8903,80.24,-0.2407,0.0013,0.242,1329.6883,0.168462,-440.221718,-440.21173,-440.210786,-440.256763,36.184,-1835.5039855761,-1847.0112456181,-1858.273149641,-1700.9905288271
gdb_17279,CN1CC1CC1CC1,4.55339,1.08011,0.99917,1.1863,79.52,-0.22,0.0861,0.3061,1262.5224,0.188573,-329.079069,-329.070418,-329.069473,-329.112703,32.336,-1922.847590795,-1936.0830106231,-1947.937910651,-1783.716922824
gdb_30511,CN=C1OC=CN=C1C,2.50393,1.65867,1.01014,1.7531,82.61,-0.2203,-0.0562,0.1641,1156.0501,0.135417,-418.034095,-418.025424,-418.02448,-418.067823,31.29,-1706.183165802,-1715.851196965,-1725.334112973,-1590.847639111
gdb_9026,NC(C#N)C#CC#N,4.80578,0.92498,0.80003,3.9041,69.42,-0.2948,-0.07,0.2248,1293.4249,0.072245,-356.420061,-356.412079,-356.411134,-356.453094,27.063,-1213.476276691,-1218.244717582,-1224.16965756,-1140.207070833
gdb_52965,CC#CC12CC1C(C)O2,5.14048,0.80341,0.75281,1.662,88.62,-0.218,0.0288,0.2468,1587.7206,0.156906,-385.831733,-385.822216,-385.821271,-385.867316,34.424,-1876.407532232,-1887.3230512871,-1897.991331796,-1749.4812868021
gdb_78253,CC1C2C1C(C=O)C2C,2.57743,1.21001,0.99334,3.0681,83.53,-0.242,-0.0218,0.2203,1288.0521,0.181299,-387.072685,-387.063398,-387.062454,-387.106906,34.764,-2027.264460886,-2040.1014124991,-2051.956312527,-1886.1125864261
gdb_67457,OC12C3CC1COC2C3,2.20972,1.87619,1.82452,0.9962,73.65,-0.2351,0.0692,0.3043,924.6232,0.16066,-423.002621,-422.995187,-422.994243,-423.034249,29.944,-1846.965437461,-1859.187430254,-1869.856338272,-1717.301370264
gdb_87787,CC1NC11CC2(CO2)C1,4.328,0.95054,0.90058,1.4407,80.42,-0.2407,0.0636,0.3043,1366.2896,0.169714,-403.091776,-403.083035,-403.082091,-403.125694,33.487,-1890.640063861,-1902.9304551351,-1914.192359158,-1755.675428141
gdb_128606,COC1=CNN=NC1=N,2.80351,1.547,1.00329,6.1421,75.6,-0.2107,-0.0433,0.1675,1115.4541,0.11364,-450.082603,-450.074691,-450.073747,-450.115305,29.268,-1439.414029686,-1447.779979674,-1456.0769036721,-1336.189426695
gdb_10899,OC1C(=O)C2CC12O,3.12665,1.97691,1.5414,2.4929,58.33,-0.235,-0.0201,0.2148,828.7955,0.10526,-419.650838,-419.643173,-419.642228,-419.682656,28.209,-1394.0758769271,-1401.708896403,-1409.412824396,-1300.144054717
gdb_3888,c1(noc(=O)o1)N,7.58566,2.36214,1.8039,5.1783,41.27,-0.2594,0.0119,0.2712,614.8399,0.055698,-412.528245,-412.522716,-412.521772,-412.557489,19.934,-924.129994264,-928.658726717,-933.398929703,-863.835791999
gdb_58059,CN(C)C(C#N)C1CC1,2.10551,1.29855,0.98751,3.4125,83.43,-0.232,0.0325,0.2645,1313.4457,0.181544,-383.253626,-383.243546,-383.242602,-383.288984,36.488,-1979.931457016,-1992.270166483,-2004.125066511,-1839.1328701231
gdb_4982,c1c(c(ncn1)N)N,3.42654,2.36001,1.40352,3.7846,67.71,-0.2135,-0.0122,0.2013,824.8888,0.111369,-374.964295,-374.95766,-374.956716,-374.994716,25.901,-1405.698598625,-1413.977324862,-1421.681880364,-1310.425789682
gdb_30032,OC1C=CC2=CNC=C12,3.25035,1.57891,1.11569,2.9849,78.6,-0.1974,-0.0041,0.1933,1039.8391,0.127303,-400.780791,-400.773646,-400.772702,-400.812131,28.648,-1696.1794173241,-1705.917101986,-1714.807021989,-1586.3389869461
gdb_93070,CC1CC=CNC(=O)O1,2.20704,1.72538,1.02675,3.9861,75.49,-0.2224,0.0075,0.2298,1153.0968,0.14916,-439.141019,-439.132735,-439.131791,-439.174001,31.403,-1785.207256699,-1796.0066865891,-1806.0825986021,-1662.770210655
gdb_103142,CC1OC(=O)C1(C)CO,2.29776,1.438,1.14465,3.7396,70.99,-0.2711,0.0056,0.2767,1153.155,0.157654,-460.196109,-460.186578,-460.185634,-460.230227,34.89,-1831.7050460901,-1842.610525001,-1853.279433019,-1703.3474526311
gdb_18388,C1C2CCCC=CC12,2.87651,2.25549,1.47199,0.4164,80.65,-0.2231,0.0278,0.2509,916.9812,0.180502,-311.870465,-311.863403,-311.862459,-311.901516,28.613,-1940.8934946171,-1954.2381010111,-1965.500632543,-1807.1355587041
gdb_124721,CC(N)C1=C(N)N=NO1,2.63387,1.29671,1.06098,4.9962,72.05,-0.2255,-0.0306,0.1948,1182.272,0.135831,-451.294622,-451.285386,-451.284442,-451.329399,33.158,-1572.115240443,-1581.427474003,-1590.910390011,-1456.8217568551
gdb_115453,COC1CCC(C1)C=O,3.69934,0.88085,0.8172,3.8834,80.38,-0.2449,-0.0155,0.2294,1474.7348,0.18188,-424.242035,-424.232505,-424.23156,-424.277814,34.087,-1996.8572572731,-2009.54109669,-2021.395369209,-1856.427018163
gdb_10057,COC(CC#C)C=O,2.66806,1.52135,1.01854,2.4331,67.56,-0.2508,-0.0363,0.2145,1114.5706,0.126085,-383.698749,-383.68941,-383.688466,-383.733557,31.934,-1560.4736934751,-1568.833995882,-1577.724543394,-1455.3031850751
gdb_133344,c1c(c(n[nH]c1=O)F)N,3.23104,1.39342,0.97396,4.1538,65.49,-0.2291,-0.0497,0.1793,1082.4211,0.090326,-494.073056,-494.065663,-494.064719,-494.104794,28.441,-1349.134309856,-1356.048831527,-1363.1597635151,-1258.815056959
gdb_98927,CNC(=N)NC(=O)C#C,4.09467,0.90395,0.74391,2.8564,78.31,-0.2223,-0.0535,0.1688,1465.6578,0.122647,-434.069077,-434.059106,-434.058162,-434.105201,34.605,-1579.530514296,-1587.493603506,-1596.383523509,-1472.075873136
gdb_13916,N=C1OCC11CCO1,3.73736,1.8706,1.54723,2.8319,62.16,-0.258,0.0048,0.2628,843.4323,0.119387,-399.77148,-399.764467,-399.763523,-399.803212,25.549,-1457.50887921,-1466.439587298,-1474.737138805,-1356.785527093
gdb_38837,C1C2CC3CCC(O3)C12,2.53341,1.90697,1.62937,1.2347,79.09,-0.2421,0.072,0.314,952.5997,0.187519,-387.096307,-387.089528,-387.088584,-387.127049,29.19,-2042.0874784841,-2056.4982226691,-2068.353122697,-1898.7525002131
gdb_16447,CC12OC1C1CCC21,4.159,1.93125,1.71867,1.7192,70.89,-0.2442,0.0777,0.3219,838.0898,0.153903,-347.751859,-347.744871,-347.743927,-347.782614,27.854,-1730.1339293141,-1741.747238377,-1751.823777899,-1609.305188837
gdb_105507,OCC1(CC[NH2+]1)C([O-])=O,2.0059,1.74552,1.14634,4.644,67.34,-0.2517,0.0029,0.2545,1097.5837,0.148757,-476.237439,-476.228989,-476.228044,-476.270708,31.665,-1709.0358217161,-1719.7304576031,-1729.805742107,-1586.5228470831
gdb_128361,CNc1nc(on1)CN,4.77186,0.91837,0.78174,2.3419,71.57,-0.2267,-0.0029,0.2237,1445.727,0.137058,-451.324031,-451.314769,-451.313825,-451.359306,32.17,-1590.569652624,-1599.86557095,-1609.348486958,-1475.588668518
gdb_128918,c1cnn(c1)CCC#N,6.72758,0.76683,0.71908,3.7703,76.24,-0.2546,0.0028,0.2575,1497.7273,0.126577,-396.964896,-396.956842,-396.955898,-396.998972,28.603,-1650.83185193,-1659.998503402,-1668.888423405,-1542.34809601
gdb_98806,CNC(=O)C1COC1=N,2.83832,1.24992,0.92269,1.2667,71.03,-0.2528,0.0077,0.2606,1248.0762,0.136298,-455.176264,-455.167276,-455.166331,-455.210969,31.554,-1658.7196400601,-1668.188123361,-1677.67041186,-1543.74116599
gdb_37647,C1C2C3C4C5C(C5N24)N13,3.28305,2.43648,2.16097,0.3028,72.5,-0.1954,0.0666,0.262,738.1513,0.140489,-380.767895,-380.762791,-380.761846,-380.796956,23.305,-1675.8161227651,-1687.7231060401,-1697.205394539,-1557.8080352431
gdb_29890,CN1C=CC(=O)NC1=N,3.28007,1.41929,0.99677,3.251,76.55,-0.2236,-0.0294,0.1942,1130.5254,0.126903,-434.138542,-434.130593,-434.129649,-434.171178,29.819,-1623.120426981,-1632.352339389,-1641.242259392,-1513.477034429
gdb_78311,OC1C2C1C1(O)CC2C1,2.98809,1.43913,1.19851,2.5805,74.53,-0.2413,0.0747,0.316,1075.1171,0.160256,-422.975168,-422.967634,-422.96669,-423.006519,31.642,-1829.7384328841,-1841.897674777,-1852.5665827951,-1699.9005456941
gdb_19654,O=C1C2CC3CN2C13,4.63255,2.11344,1.95852,3.4311,64.14,-0.2453,-0.0224,0.2229,719.3217,0.12154,-362.615641,-362.610102,-362.609158,-362.645105,22.731,-1496.394356922,-1506.250640785,-1514.548192292,-1394.503838065
gdb_47832,O=C1OCOCC2OC12,2.60696,1.79585,1.18447,4.6816,61.95,-0.2734,-0.0255,0.2479,991.627,0.113427,-494.89473,-494.887414,-494.886469,-494.927286,26.924,-1506.5963982441,-1515.336971105,-1523.633267594,-1403.744535599
gdb_36079,N#CCC12C3CC1OC23,3.73282,1.1963,1.10419,4.6293,72.03,-0.2445,0.0294,0.2739,1111.5525,0.124925,-400.68977,-400.682428,-400.681484,-400.722254,27.855,-1639.062920635,-1648.6769860241,-1657.566906027,-1529.9403605531
gdb_129493,c1n[nH]c(=O)n1C(=O)N,2.94946,1.58222,1.06276,4.8343,60.63,-0.2397,-0.0231,0.2166,1031.145,0.091036,-486.130351,-486.12265,-486.121706,-486.163092,28.017,-1333.043096569,-1339.763717959,-1346.874649947,-1242.957904529
gdb_26974,Cc1c(nc[nH]1)CC#C,3.05616,1.2494,0.95348,3.5725,80.19,-0.2123,0.0301,0.2424,1219.246,0.135907,-380.884031,-380.875161,-380.874217,-380.918165,32.498,-1748.6925079891,-1758.2362923701,-1767.719208378,-1633.8677736241
gdb_63113,CC1(N)C2CNC12C#N,2.21984,1.69505,1.21175,4.378,78.34,-0.2301,0.012,0.2421,1077.7626,0.148187,-398.089144,-398.080387,-398.079443,-398.122025,33.532,-1728.455970248,-1738.958588381,-1749.034500394,-1605.851379301
gdb_70613,CC12CC1OCC21CN1,2.35905,1.84189,1.30699,2.5025,77.88,-0.2278,0.0695,0.2973,1039.1354,0.171719,-403.107867,-403.099742,-403.098798,-403.140119,32.337,-1900.7373111801,-1913.414247998,-1924.676152021,-1764.7272454661
gdb_46120,O=C1CNC(CC#N)C1,4.21073,0.91536,0.85024,3.0856,72.18,-0.2389,-0.0346,0.2043,1334.7679,0.136583,-418.039919,-418.031408,-418.030464,-418.074133,30.904,-1709.837778218,-1719.6062108211,-1729.089126829,-1594.807220901
gdb_90937,CC1OC2C3OC1C23C,3.09485,1.4793,1.43112,2.2109,74.47,-0.2143,0.07,0.2843,1029.4544,0.158957,-422.986452,-422.978554,-422.97761,-423.018457,31.086,-1836.81924444,-1848.7500730571,-1859.418981075,-1707.3917481361
gdb_104255,CCC1(N)COC1C#N,2.20878,1.31736,1.10072,5.2266,75.76,-0.2581,0.0003,0.2584,1206.9769,0.158391,-419.193146,-419.18353,-419.182585,-419.227788,34.966,-1805.6464798471,-1816.4986204931,-1827.166901002,-1677.51353461
gdb_23725,FC1=CNC(=N)N=C1,5.74216,1.56438,1.22944,2.9856,61.88,-0.209,-0.0626,0.1464,872.1918,0.085662,-418.832567,-418.826356,-418.825412,-418.863124,23.5,-1238.749201666,-1245.516886231,-1252.035449723,-1157.072002717
gdb_78992,CN1C2C3C4C3C2(O)C14,2.95052,1.85263,1.48875,1.1341,74.26,-0.2224,0.0735,0.2959,931.3476,0.147925,-401.855495,-401.848315,-401.84737,-401.886553,29.684,-1742.7142297461,-1754.2070570811,-1764.282341585,-1619.325880058
gdb_71978,NC12CC3OC1(C#N)C23,2.836,1.73213,1.25533,5.6483,70.68,-0.24,-0.0008,0.2392,972.2646,0.113116,-416.740883,-416.733535,-416.732591,-416.772464,28.826,-1522.532616808,-1531.25373689,-1539.550660888,-1419.220790066
gdb_65042,CC1(CC1)C2(CC2)C#C,2.15201,1.68542,1.11967,0.6965,88.45,-0.2333,0.0524,0.2857,1167.6088,0.180595,-349.896294,-349.88688,-349.885935,-349.931255,36.954,-2053.2533736301,-2066.0112591091,-2077.865531628,-1912.8218795021
gdb_78726,OC1C2C3C1CC23C#C,4.45856,1.16055,1.04703,1.2934,79.99,-0.2383,0.035,0.2733,1143.618,0.135376,-384.600411,-384.592692,-384.591748,-384.632242,31.06,-1731.5935152481,-1741.8601899971,-1751.343106005,-1615.6838178221
gdb_115651,COC1COC11CCC1,2.57453,1.3364,1.04686,1.9981,79.2,-0.2397,0.0706,0.3103,1240.2961,0.181735,-424.18754,-424.178464,-424.17752,-424.221919,33.565,-1962.6611543181,-1975.629882821,-1987.484782849,-1821.352402608
gdb_93985,CC1CCN(C=O)C1=O,2.92862,1.3391,0.95868,5.8973,74.34,-0.2455,-0.0302,0.2152,1213.8114,0.147815,-439.157427,-439.148673,-439.147729,-439.191218,31.592,-1795.503424371,-1806.007925031,-1816.0838370441,-1673.574033108
gdb_10758,CC(C)(CO)N1CC1,3.38012,1.42632,1.32164,1.0815,74.44,-0.2276,0.0677,0.2953,1051.505,0.18651,-366.226904,-366.217401,-366.216457,-366.260705,35.591,-1878.939531047,-1891.639685698,-1903.495213235,-1739.657633407
gdb_66572,CC12OC3C4C(C13)C24O,2.38186,2.2465,1.6098,0.5986,70.15,-0.2315,0.071,0.3025,886.4048,0.135175,-421.742398,-421.735178,-421.734234,-421.773493,29.573,-1684.0157828681,-1694.5949570991,-1704.077873107,-1567.388215146
gdb_108172,COC12CC=CC1C2C,2.46574,1.47831,1.23202,1.1367,83.36,-0.2252,0.0199,0.2451,1141.2348,0.181854,-387.078161,-387.069183,-387.068239,-387.111452,34.435,-2030.7007001701,-2043.731552064,-2055.586452092,-1888.9652423401
